0.001 1.10456e-05
0.00100035 1.10456e-05
0.00100071 1.10456e-05
0.00100106 1.10456e-05
0.00100142 1.10456e-05
0.00100177 1.10456e-05
0.00100213 1.10456e-05
0.00100248 1.10456e-05
0.00100284 1.10456e-05
0.0010032 1.10456e-05
0.00100355 1.10456e-05
0.00100391 1.10456e-05
0.00100426 1.10456e-05
0.00100462 1.10456e-05
0.00100498 1.10456e-05
0.00100533 1.10456e-05
0.00100569 1.10456e-05
0.00100605 1.10456e-05
0.0010064 1.10456e-05
0.00100676 1.10456e-05
0.00100712 1.10456e-05
0.00100747 1.10456e-05
0.00100783 1.10456e-05
0.00100819 1.10456e-05
0.00100855 1.10456e-05
0.0010089 1.10456e-05
0.00100926 1.10456e-05
0.00100962 1.10456e-05
0.00100998 1.10456e-05
0.00101034 1.10456e-05
0.00101069 1.10456e-05
0.00101105 1.10456e-05
0.00101141 1.10456e-05
0.00101177 1.10456e-05
0.00101213 1.10456e-05
0.00101249 1.10456e-05
0.00101285 1.10456e-05
0.00101321 1.10456e-05
0.00101356 1.10456e-05
0.00101392 1.10456e-05
0.00101428 1.10456e-05
0.00101464 1.10456e-05
0.001015 1.10456e-05
0.00101536 1.10456e-05
0.00101572 1.10456e-05
0.00101608 1.10456e-05
0.00101644 1.10456e-05
0.0010168 1.10456e-05
0.00101716 1.10456e-05
0.00101753 1.10456e-05
0.00101789 1.10456e-05
0.00101825 1.10456e-05
0.00101861 1.10456e-05
0.00101897 1.10456e-05
0.00101933 1.10456e-05
0.00101969 1.10456e-05
0.00102005 1.10456e-05
0.00102042 1.10456e-05
0.00102078 1.10456e-05
0.00102114 1.10456e-05
0.0010215 1.10456e-05
0.00102186 1.10456e-05
0.00102223 1.10456e-05
0.00102259 1.10456e-05
0.00102295 1.10456e-05
0.00102331 1.10456e-05
0.00102368 1.10456e-05
0.00102404 1.10456e-05
0.0010244 1.10456e-05
0.00102477 1.10456e-05
0.00102513 1.10456e-05
0.00102549 1.10456e-05
0.00102586 1.10456e-05
0.00102622 1.10456e-05
0.00102658 1.10456e-05
0.00102695 1.10456e-05
0.00102731 1.10456e-05
0.00102768 1.10456e-05
0.00102804 1.10456e-05
0.00102841 1.10456e-05
0.00102877 1.10456e-05
0.00102914 1.10456e-05
0.0010295 1.10456e-05
0.00102987 1.10456e-05
0.00103023 1.10456e-05
0.0010306 1.10456e-05
0.00103096 1.10456e-05
0.00103133 1.10456e-05
0.00103169 1.10456e-05
0.00103206 1.10456e-05
0.00103242 1.10456e-05
0.00103279 1.10456e-05
0.00103316 1.10456e-05
0.00103352 1.10456e-05
0.00103389 1.10456e-05
0.00103426 1.10456e-05
0.00103462 1.10456e-05
0.00103499 1.10456e-05
0.00103536 1.10456e-05
0.00103572 1.10456e-05
0.00103609 1.10456e-05
0.00103646 1.10456e-05
0.00103683 1.10456e-05
0.00103719 1.10456e-05
0.00103756 1.10456e-05
0.00103793 1.10456e-05
0.0010383 1.10456e-05
0.00103867 1.10456e-05
0.00103903 1.10456e-05
0.0010394 1.10456e-05
0.00103977 1.10456e-05
0.00104014 1.10456e-05
0.00104051 1.10456e-05
0.00104088 1.10456e-05
0.00104125 1.10456e-05
0.00104162 1.10456e-05
0.00104199 1.10456e-05
0.00104236 1.10456e-05
0.00104273 1.10456e-05
0.0010431 1.10456e-05
0.00104347 1.10456e-05
0.00104384 1.10456e-05
0.00104421 1.10456e-05
0.00104458 1.10456e-05
0.00104495 1.10456e-05
0.00104532 1.10456e-05
0.00104569 1.10456e-05
0.00104606 1.10456e-05
0.00104643 1.10456e-05
0.0010468 1.10456e-05
0.00104717 1.10456e-05
0.00104754 1.10456e-05
0.00104791 1.10456e-05
0.00104829 1.10456e-05
0.00104866 1.10456e-05
0.00104903 1.10456e-05
0.0010494 1.10456e-05
0.00104977 1.10456e-05
0.00105015 1.10456e-05
0.00105052 1.10456e-05
0.00105089 1.10456e-05
0.00105126 1.10456e-05
0.00105164 1.10456e-05
0.00105201 1.10457e-05
0.00105238 1.10457e-05
0.00105276 1.10457e-05
0.00105313 1.10457e-05
0.0010535 1.10457e-05
0.00105388 1.10457e-05
0.00105425 1.10457e-05
0.00105462 1.10457e-05
0.001055 1.10457e-05
